#Annual averages calculated from monthly MODIS data given by Maricar [Aguilos et al. 2021a, https://doi.org/10.1016/j.agrformet.2021.108381]
#See companion gnumeric file
2005,7,1,4.3855303068067535
2006,7,1,4.655254918321439
2007,7,1,4.614393946029741
2008,7,1,4.3364132430188125
2009,7,1,4.026986030031457
2010,7,1,4.101569333298756
2011,7,1,4.132277368102593
2012,7,1,4.164504233016651
2013,7,1,4.241780354897552
2014,7,1,4.329429379377673
2015,7,1,4.277458568387313
2016,7,1,4.3065921940071785
2017,7,1,4.428198285103757
2018,7,1,4.284765934197293
2019,7,1,4.136782183638327
